round_epochs,loss,accuracy,val_loss,val_accuracy,units1,units2,units3,dropout,lr,batch_size,epochs
50,0.7125462293624878,0.5250544548034668,0.6880679130554199,0.5685279369354248,64,64,32,0.2,0.001,32,50
100,0.6730238199234009,0.5555555820465088,0.6646084189414978,0.624365508556366,64,64,32,0.2,0.001,32,100
50,0.6872968077659607,0.5468409657478333,0.6950081586837769,0.5025380849838257,64,64,32,0.2,0.0005,16,50
100,0.7179983854293823,0.4945533871650696,0.7074681520462036,0.4771573543548584,64,64,32,0.2,0.0005,16,100
50,0.7627189755439758,0.501089334487915,0.7599430084228516,0.48730963468551636,64,64,32,0.2,0.0005,32,50
100,0.7340656518936157,0.5032680034637451,0.7186421751976013,0.5228426456451416,64,64,32,0.2,0.0005,32,100
50,0.7560526132583618,0.5228758454322815,0.7396637797355652,0.5025380849838257,64,64,32,0.3,0.001,16,50
100,0.7325301766395569,0.37472766637802124,0.7187556624412537,0.3756345212459564,64,64,32,0.3,0.001,16,100
50,0.67680424451828,0.5729847550392151,0.6795170307159424,0.5329949259757996,64,64,32,0.3,0.001,32,50
100,0.708435595035553,0.529411792755127,0.6986989378929138,0.5279187560081482,64,64,32,0.3,0.001,32,100
50,0.7564018964767456,0.4727668762207031,0.7346968054771423,0.48730963468551636,64,64,32,0.3,0.0005,16,50
100,0.7044904232025146,0.4901960790157318,0.696238100528717,0.5126903653144836,64,64,32,0.3,0.0005,16,100
50,0.7405940890312195,0.4422658085823059,0.7067919373512268,0.4771573543548584,64,64,32,0.3,0.0005,32,50
100,0.6877667903900146,0.5533769130706787,0.6821637749671936,0.5532994866371155,64,64,32,0.3,0.0005,32,100
50,0.6758986115455627,0.5381263494491577,0.6810063123703003,0.49238577485084534,128,32,16,0.2,0.001,16,50
100,0.6889796257019043,0.5185185074806213,0.6818868517875671,0.5279187560081482,128,32,16,0.2,0.001,16,100
50,0.6863589286804199,0.5315904021263123,0.6958169937133789,0.4517766535282135,128,32,16,0.2,0.001,32,50
100,0.7126930356025696,0.5381263494491577,0.6995132565498352,0.5583756566047668,128,32,16,0.2,0.001,32,100
50,0.7388035655021667,0.4313725531101227,0.7184463739395142,0.4263959527015686,128,32,16,0.2,0.0005,16,50
100,0.7091872096061707,0.4575163424015045,0.6860066652297974,0.5177664756774902,128,32,16,0.2,0.0005,16,100
50,0.7187247276306152,0.43790850043296814,0.716126024723053,0.4314720928668976,128,32,16,0.2,0.0005,32,50
100,0.6942086815834045,0.5119825601577759,0.6882634162902832,0.4720812141895294,128,32,16,0.2,0.0005,32,100
50,0.6975077986717224,0.5533769130706787,0.6877058744430542,0.6040608882904053,128,32,16,0.3,0.001,16,50
100,0.7076511383056641,0.5206971764564514,0.6974241137504578,0.5025380849838257,128,32,16,0.3,0.001,16,100
50,0.6795309782028198,0.6034858226776123,0.6604055762290955,0.624365508556366,128,32,16,0.3,0.001,32,50
100,0.6869499087333679,0.5403050184249878,0.6764894127845764,0.6142131686210632,128,32,16,0.3,0.001,32,100
50,0.6872155666351318,0.5228758454322815,0.6573408842086792,0.5177664756774902,128,32,16,0.3,0.0005,16,50
100,0.6863821148872375,0.5315904021263123,0.6784536838531494,0.5837563276290894,128,32,16,0.3,0.0005,16,100
50,0.7211149334907532,0.5076252818107605,0.698006808757782,0.49238577485084534,128,32,16,0.3,0.0005,32,50
100,0.7052794694900513,0.514161229133606,0.68360435962677,0.5228426456451416,128,32,16,0.3,0.0005,32,100
50,0.6432634592056274,0.7015250325202942,0.639377236366272,0.7614213228225708,128,32,32,0.2,0.001,16,50
100,0.6731975078582764,0.6034858226776123,0.6694607734680176,0.5939086079597473,128,32,32,0.2,0.001,16,100
50,0.6803078651428223,0.5424836874008179,0.6875961422920227,0.5431472063064575,128,32,32,0.2,0.001,32,50
100,0.7145301103591919,0.48583877086639404,0.7096774578094482,0.4771573543548584,128,32,32,0.2,0.001,32,100
50,0.6905568838119507,0.5272331237792969,0.6944708824157715,0.5126903653144836,128,32,32,0.2,0.0005,16,50
100,0.6835451722145081,0.5337690711021423,0.6619004011154175,0.6040608882904053,128,32,32,0.2,0.0005,16,100
50,0.6801721453666687,0.5642701387405396,0.6761170029640198,0.5634517669677734,128,32,32,0.2,0.0005,32,50
100,0.6810068488121033,0.5228758454322815,0.6704502105712891,0.5431472063064575,128,32,32,0.2,0.0005,32,100
50,0.7138962149620056,0.5424836874008179,0.6957409977912903,0.5634517669677734,128,32,32,0.3,0.001,16,50
100,0.6859376430511475,0.5642701387405396,0.659230649471283,0.5939086079597473,128,32,32,0.3,0.001,16,100
50,0.6895482540130615,0.5729847550392151,0.6908380389213562,0.4822334945201874,128,32,32,0.3,0.001,32,50
100,0.7176331281661987,0.5098039507865906,0.7122812867164612,0.5126903653144836,128,32,32,0.3,0.001,32,100
50,0.7046681046485901,0.48148149251937866,0.7123878002166748,0.4010152220726013,128,32,32,0.3,0.0005,16,50
100,0.6991716623306274,0.49673202633857727,0.690771758556366,0.5329949259757996,128,32,32,0.3,0.0005,16,100
50,0.7341130971908569,0.42047929763793945,0.7315799593925476,0.3857868015766144,128,32,32,0.3,0.0005,32,50
100,0.7330930233001709,0.48148149251937866,0.7171317338943481,0.5126903653144836,128,32,32,0.3,0.0005,32,100
50,0.726432204246521,0.514161229133606,0.722668468952179,0.49238577485084534,128,64,16,0.2,0.001,16,50
100,0.7062447667121887,0.5119825601577759,0.7053753733634949,0.5177664756774902,128,64,16,0.2,0.001,16,100
50,0.7280763983726501,0.42047929763793945,0.7242341041564941,0.4010152220726013,128,64,16,0.2,0.001,32,50
100,0.6882921457290649,0.5686274766921997,0.6744594573974609,0.6802030205726624,128,64,16,0.2,0.001,32,100
50,0.7192176580429077,0.45098039507865906,0.694121241569519,0.4517766535282135,128,64,16,0.2,0.0005,16,50
100,0.665714681148529,0.6230936646461487,0.6609920263290405,0.6649746298789978,128,64,16,0.2,0.0005,16,100
50,0.711542546749115,0.49673202633857727,0.699693500995636,0.46700507402420044,128,64,16,0.2,0.0005,32,50
100,0.6916285753250122,0.5424836874008179,0.6895444989204407,0.5025380849838257,128,64,16,0.2,0.0005,32,100
50,0.677745521068573,0.5882353186607361,0.6757043600082397,0.7055837512016296,128,64,16,0.3,0.001,16,50
100,0.6780741810798645,0.5838779807090759,0.6823849678039551,0.5431472063064575,128,64,16,0.3,0.001,16,100
50,0.6864871382713318,0.5424836874008179,0.6844702959060669,0.5736040472984314,128,64,16,0.3,0.001,32,50
100,0.772157609462738,0.48366013169288635,0.7298340797424316,0.49238577485084534,128,64,16,0.3,0.001,32,100
50,0.7110946774482727,0.4575163424015045,0.7046763896942139,0.4568527936935425,128,64,16,0.3,0.0005,16,50
100,0.719033420085907,0.4901960790157318,0.7259594798088074,0.4568527936935425,128,64,16,0.3,0.0005,16,100
50,0.7391871809959412,0.48366013169288635,0.7102507948875427,0.4771573543548584,128,64,16,0.3,0.0005,32,50
100,0.7345054745674133,0.45315903425216675,0.7163395881652832,0.46700507402420044,128,64,16,0.3,0.0005,32,100
50,0.7049505114555359,0.48366013169288635,0.7026700973510742,0.4974619150161743,128,64,32,0.2,0.001,16,50
100,0.6978827118873596,0.5250544548034668,0.6894461512565613,0.5126903653144836,128,64,32,0.2,0.001,16,100
50,0.6976158022880554,0.5206971764564514,0.6929006576538086,0.5126903653144836,128,64,32,0.2,0.001,32,50
100,0.6970876455307007,0.4793028235435486,0.6943246126174927,0.48730963468551636,128,64,32,0.2,0.001,32,100
50,0.7133128046989441,0.4444444477558136,0.6979806423187256,0.46700507402420044,128,64,32,0.2,0.0005,16,50
100,0.6753211617469788,0.516339898109436,0.6679167151451111,0.5583756566047668,128,64,32,0.2,0.0005,16,100
50,0.6876465082168579,0.5228758454322815,0.6930570006370544,0.5126903653144836,128,64,32,0.2,0.0005,32,50
100,0.7062491178512573,0.5076252818107605,0.6861489415168762,0.48730963468551636,128,64,32,0.2,0.0005,32,100
50,0.6782737970352173,0.5642701387405396,0.680277943611145,0.6192893385887146,128,64,32,0.3,0.001,16,50
100,0.6832098960876465,0.5228758454322815,0.6555125713348389,0.5888324975967407,128,64,32,0.3,0.001,16,100
50,0.6962388157844543,0.5555555820465088,0.6880375146865845,0.5380710363388062,128,64,32,0.3,0.001,32,50
100,0.6563264727592468,0.6405228972434998,0.6671454906463623,0.6802030205726624,128,64,32,0.3,0.001,32,100
50,0.7125512957572937,0.48148149251937866,0.706926703453064,0.4720812141895294,128,64,32,0.3,0.0005,16,50
100,0.6999579668045044,0.4923747181892395,0.6979320049285889,0.4771573543548584,128,64,32,0.3,0.0005,16,100
50,0.7079072594642639,0.4945533871650696,0.7057096362113953,0.4720812141895294,128,64,32,0.3,0.0005,32,50
100,0.6763466596603394,0.6143791079521179,0.6680541634559631,0.6294416189193726,128,64,32,0.3,0.0005,32,100
