round_epochs,loss,accuracy,val_loss,val_accuracy,units1,units2,units3,dropout,lr,batch_size,epochs
100,0.6948038339614868,0.5228758454322815,0.6811555027961731,0.5786802172660828,64,32,32,0.3,0.0005,32,100
50,0.6856139898300171,0.5599128603935242,0.6753354668617249,0.6142131686210632,64,64,16,0.2,0.001,16,50
100,0.6847925782203674,0.5533769130706787,0.6813532114028931,0.48730963468551636,64,64,16,0.2,0.001,16,100
50,0.6939094662666321,0.516339898109436,0.662096381187439,0.6192893385887146,64,64,16,0.2,0.001,32,50
100,0.8410757184028625,0.4618736505508423,0.7376299500465393,0.5329949259757996,64,64,16,0.2,0.001,32,100
50,0.7409161925315857,0.4575163424015045,0.7378359436988831,0.4467005133628845,64,64,16,0.2,0.0005,16,50
100,0.7298154234886169,0.5250544548034668,0.7265578508377075,0.4467005133628845,64,64,16,0.2,0.0005,16,100
50,0.7108402848243713,0.4945533871650696,0.7180423140525818,0.4314720928668976,64,64,16,0.2,0.0005,32,50
100,0.7176680564880371,0.46623092889785767,0.6929659843444824,0.5482233762741089,64,64,16,0.2,0.0005,32,100
50,0.6967258453369141,0.5446622967720032,0.7008214592933655,0.5177664756774902,64,64,16,0.3,0.001,16,50
100,0.7302556037902832,0.43355119228363037,0.7160651683807373,0.41624364256858826,64,64,16,0.3,0.001,16,100
50,0.716342568397522,0.48366013169288635,0.6614150404930115,0.5431472063064575,64,64,16,0.3,0.001,32,50
100,0.7161341905593872,0.49891066551208496,0.7199748158454895,0.4517766535282135,64,64,16,0.3,0.001,32,100
50,0.7199373245239258,0.4575163424015045,0.7223376035690308,0.4263959527015686,64,64,16,0.3,0.0005,16,50
100,0.6955536603927612,0.516339898109436,0.6970380544662476,0.5025380849838257,64,64,16,0.3,0.0005,16,100
50,0.7575576305389404,0.4422658085823059,0.7052587270736694,0.4771573543548584,64,64,16,0.3,0.0005,32,50
100,0.8134281635284424,0.5076252818107605,0.8374073505401611,0.4568527936935425,64,64,16,0.3,0.0005,32,100
50,0.6769660115242004,0.5577341914176941,0.6904469728469849,0.5076141953468323,64,64,32,0.2,0.001,16,50
100,0.7000371813774109,0.48366013169288635,0.6641428470611572,0.5329949259757996,64,64,32,0.2,0.001,16,100
50,0.6530148983001709,0.6056644916534424,0.6686675548553467,0.5482233762741089,64,64,32,0.2,0.001,32,50
100,0.7421486973762512,0.45315903425216675,0.7145946621894836,0.4771573543548584,64,64,32,0.2,0.001,32,100
50,0.6906177997589111,0.5381263494491577,0.6860880851745605,0.5228426456451416,64,64,32,0.2,0.0005,16,50
100,0.7003455758094788,0.46623092889785767,0.6743665337562561,0.5329949259757996,64,64,32,0.2,0.0005,16,100
50,0.6952159404754639,0.501089334487915,0.6961158514022827,0.42131978273391724,64,64,32,0.2,0.0005,32,50
100,0.7012779712677002,0.4618736505508423,0.6920562386512756,0.5126903653144836,64,64,32,0.2,0.0005,32,100
50,0.679931640625,0.5468409657478333,0.6500389575958252,0.6446700692176819,64,64,32,0.3,0.001,16,50
100,0.7580854892730713,0.4553377032279968,0.7160165905952454,0.5279187560081482,64,64,32,0.3,0.001,16,100
50,0.6791555881500244,0.5947712659835815,0.6615728139877319,0.6903553009033203,64,64,32,0.3,0.001,32,50
100,0.7399030923843384,0.4270152449607849,0.74797523021698,0.3350253701210022,64,64,32,0.3,0.001,32,100
50,0.6888934373855591,0.5599128603935242,0.6668554544448853,0.6192893385887146,64,64,32,0.3,0.0005,16,50
100,0.6679678559303284,0.6100217700004578,0.6575092077255249,0.6751269102096558,64,64,32,0.3,0.0005,16,100
50,0.7256187200546265,0.5206971764564514,0.7378380298614502,0.46192893385887146,64,64,32,0.3,0.0005,32,50
100,0.7039833664894104,0.514161229133606,0.6990582346916199,0.5279187560081482,64,64,32,0.3,0.0005,32,100
50,0.6982546448707581,0.5446622967720032,0.6819301843643188,0.5939086079597473,128,32,16,0.2,0.001,16,50
100,0.7136629223823547,0.4880174398422241,0.7146706581115723,0.4568527936935425,128,32,16,0.2,0.001,16,100
50,0.6979753971099854,0.5032680034637451,0.6850119829177856,0.5736040472984314,128,32,16,0.2,0.001,32,50
100,0.7083485722541809,0.5446622967720032,0.7191845774650574,0.4720812141895294,128,32,16,0.2,0.001,32,100
50,0.6653010249137878,0.5969498753547668,0.659541666507721,0.5837563276290894,128,32,16,0.2,0.0005,16,50
100,0.6932971477508545,0.5250544548034668,0.6895118951797485,0.6091370582580566,128,32,16,0.2,0.0005,16,100
50,0.7207930088043213,0.42047929763793945,0.706570565700531,0.43654823303222656,128,32,16,0.2,0.0005,32,50
100,0.692825436592102,0.5359477400779724,0.7101285457611084,0.46700507402420044,128,32,16,0.2,0.0005,32,100
50,0.6881055235862732,0.5533769130706787,0.6821121573448181,0.5583756566047668,128,32,16,0.3,0.001,16,50
100,0.6728519201278687,0.570806086063385,0.6689934134483337,0.6142131686210632,128,32,16,0.3,0.001,16,100
50,0.7163371443748474,0.5381263494491577,0.718313455581665,0.4771573543548584,128,32,16,0.3,0.001,32,50
100,0.7221465110778809,0.4575163424015045,0.7289475202560425,0.41624364256858826,128,32,16,0.3,0.001,32,100
50,0.7310598492622375,0.46840959787368774,0.7067465782165527,0.4467005133628845,128,32,16,0.3,0.0005,16,50
100,0.6632579565048218,0.6187363862991333,0.6684094667434692,0.624365508556366,128,32,16,0.3,0.0005,16,100
50,0.6992143392562866,0.5337690711021423,0.7222471833229065,0.4568527936935425,128,32,16,0.3,0.0005,32,50
100,0.7072727084159851,0.4945533871650696,0.679362952709198,0.5888324975967407,128,32,16,0.3,0.0005,32,100
50,0.689471960067749,0.5533769130706787,0.6880785822868347,0.5279187560081482,128,32,32,0.2,0.001,16,50
100,0.7066457867622375,0.44008713960647583,0.681067943572998,0.5939086079597473,128,32,32,0.2,0.001,16,100
50,0.6858977675437927,0.5468409657478333,0.6880407333374023,0.5329949259757996,128,32,32,0.2,0.001,32,50
100,0.6600915193557739,0.6492374539375305,0.6606869697570801,0.710659921169281,128,32,32,0.2,0.001,32,100
50,0.722054660320282,0.4117647111415863,0.7212822437286377,0.34517765045166016,128,32,32,0.2,0.0005,16,50
100,0.7122193574905396,0.4771241843700409,0.6972348690032959,0.5279187560081482,128,32,32,0.2,0.0005,16,100
50,0.6928300857543945,0.514161229133606,0.6934171319007874,0.5126903653144836,128,32,32,0.2,0.0005,32,50
100,0.6893121600151062,0.529411792755127,0.6848793029785156,0.5279187560081482,128,32,32,0.2,0.0005,32,100
50,0.7045193910598755,0.4553377032279968,0.6824920773506165,0.5380710363388062,128,32,32,0.3,0.001,16,50
100,0.7143968939781189,0.5446622967720032,0.7059054374694824,0.4822334945201874,128,32,32,0.3,0.001,16,100
50,0.7079435586929321,0.5250544548034668,0.7164310216903687,0.37055838108062744,128,32,32,0.3,0.001,32,50
100,0.6966512203216553,0.48366013169288635,0.6821472644805908,0.5532994866371155,128,32,32,0.3,0.001,32,100
50,0.7670997381210327,0.4618736505508423,0.7204917669296265,0.5076141953468323,128,32,32,0.3,0.0005,16,50
100,0.6567161679267883,0.6100217700004578,0.657859742641449,0.6142131686210632,128,32,32,0.3,0.0005,16,100
50,0.6945143938064575,0.5054466128349304,0.6913467645645142,0.5329949259757996,128,32,32,0.3,0.0005,32,50
100,0.702282190322876,0.5424836874008179,0.7127007842063904,0.49238577485084534,128,32,32,0.3,0.0005,32,100
50,0.7700093984603882,0.46840959787368774,0.7156684994697571,0.5279187560081482,128,64,16,0.2,0.001,16,50
100,0.7101532220840454,0.46840959787368774,0.6744983792304993,0.5279187560081482,128,64,16,0.2,0.001,16,100
50,0.710351824760437,0.5272331237792969,0.708472490310669,0.5025380849838257,128,64,16,0.2,0.001,32,50
100,0.65631502866745,0.6230936646461487,0.6573219299316406,0.5989847779273987,128,64,16,0.2,0.001,32,100
50,0.6760494112968445,0.601307213306427,0.6745645999908447,0.6040608882904053,128,64,16,0.2,0.0005,16,50
100,0.7147985100746155,0.4793028235435486,0.692482590675354,0.5329949259757996,128,64,16,0.2,0.0005,16,100
50,0.7263779044151306,0.41830065846443176,0.7320496439933777,0.3045685291290283,128,64,16,0.2,0.0005,32,50
100,0.733984112739563,0.38997820019721985,0.7406264543533325,0.42131978273391724,128,64,16,0.2,0.0005,32,100
50,0.6951006650924683,0.516339898109436,0.6936361193656921,0.5076141953468323,128,64,16,0.3,0.001,16,50
100,0.6539464592933655,0.6296296119689941,0.6701443791389465,0.6192893385887146,128,64,16,0.3,0.001,16,100
50,0.6850290298461914,0.5599128603935242,0.6948544979095459,0.49238577485084534,128,64,16,0.3,0.001,32,50
100,0.6628128886222839,0.6230936646461487,0.6529691815376282,0.6395938992500305,128,64,16,0.3,0.001,32,100
50,0.6715385317802429,0.5838779807090759,0.6626735925674438,0.5888324975967407,128,64,16,0.3,0.0005,16,50
100,0.6899738311767578,0.5272331237792969,0.7019870281219482,0.48730963468551636,128,64,16,0.3,0.0005,16,100
50,0.6822072267532349,0.5795207023620605,0.6837623119354248,0.5685279369354248,128,64,16,0.3,0.0005,32,50
100,0.6745033860206604,0.586056649684906,0.6610958576202393,0.6903553009033203,128,64,16,0.3,0.0005,32,100
50,0.6661497354507446,0.5816993713378906,0.6666156053543091,0.5482233762741089,128,64,32,0.2,0.001,16,50
100,0.6938017010688782,0.5206971764564514,0.6818733811378479,0.5786802172660828,128,64,32,0.2,0.001,16,100
50,0.678820013999939,0.4923747181892395,0.6422860026359558,0.5482233762741089,128,64,32,0.2,0.001,32,50
100,0.744952917098999,0.4422658085823059,0.7200843095779419,0.44162437319755554,128,64,32,0.2,0.001,32,100
50,0.7688177824020386,0.45315903425216675,0.7957390546798706,0.4111675024032593,128,64,32,0.2,0.0005,16,50
100,0.6987453103065491,0.5054466128349304,0.6913920044898987,0.5177664756774902,128,64,32,0.2,0.0005,16,100
50,0.7163153290748596,0.4793028235435486,0.7033655047416687,0.5228426456451416,128,64,32,0.2,0.0005,32,50
100,0.7015337347984314,0.4793028235435486,0.6912029385566711,0.48730963468551636,128,64,32,0.2,0.0005,32,100
50,0.7049459218978882,0.46405228972435,0.6810716390609741,0.5583756566047668,128,64,32,0.3,0.001,16,50
100,0.7121398448944092,0.4793028235435486,0.6915181875228882,0.5482233762741089,128,64,32,0.3,0.001,16,100
50,0.688559353351593,0.5468409657478333,0.696971595287323,0.4568527936935425,128,64,32,0.3,0.001,32,50
100,0.6799584627151489,0.5642701387405396,0.6694748997688293,0.6598984599113464,128,64,32,0.3,0.001,32,100
50,0.6242254376411438,0.7167755961418152,0.6149618029594421,0.8121827244758606,128,64,32,0.3,0.0005,16,50
100,0.7103224992752075,0.5272331237792969,0.7174002528190613,0.4720812141895294,128,64,32,0.3,0.0005,16,100
50,0.6945240497589111,0.4945533871650696,0.6621385216712952,0.5329949259757996,128,64,32,0.3,0.0005,32,50
100,0.7058210372924805,0.514161229133606,0.6782287955284119,0.5583756566047668,128,64,32,0.3,0.0005,32,100
