round_epochs,loss,accuracy,val_loss,val_accuracy,units1,units2,units3,dropout,lr,batch_size,epochs
50,0.7359742522239685,0.4575163424015045,0.7313570380210876,0.49238577485084534,64,32,32,0.2,0.0005,16,50
100,0.704106330871582,0.46623092889785767,0.7060911059379578,0.4314720928668976,64,32,32,0.2,0.0005,16,100
50,0.7032859921455383,0.4901960790157318,0.698915958404541,0.5177664756774902,64,32,32,0.2,0.0005,32,50
100,0.7400684356689453,0.4923747181892395,0.7568610906600952,0.4314720928668976,64,32,32,0.2,0.0005,32,100
50,0.7379747033119202,0.5250544548034668,0.7078530788421631,0.5532994866371155,64,32,32,0.3,0.001,16,50
100,0.6615571975708008,0.5925925970077515,0.6265773773193359,0.7817258834838867,64,32,32,0.3,0.001,16,100
50,0.729062557220459,0.4749455451965332,0.7248221635818481,0.42131978273391724,64,32,32,0.3,0.001,32,50
100,0.7508711218833923,0.4771241843700409,0.7178980112075806,0.5025380849838257,64,32,32,0.3,0.001,32,100
50,0.6864953637123108,0.5359477400779724,0.6823011636734009,0.5888324975967407,64,32,32,0.3,0.0005,16,50
100,0.6945963501930237,0.5272331237792969,0.677371621131897,0.5786802172660828,64,32,32,0.3,0.0005,16,100
50,0.7477267980575562,0.5032680034637451,0.7107475996017456,0.5482233762741089,64,32,32,0.3,0.0005,32,50
100,0.6798550486564636,0.5751634240150452,0.6779727339744568,0.5989847779273987,64,32,32,0.3,0.0005,32,100
50,0.7449146509170532,0.516339898109436,0.7097527384757996,0.5583756566047668,64,64,16,0.2,0.001,16,50
100,0.6123068928718567,0.6906318068504333,0.6056417226791382,0.7664974331855774,64,64,16,0.2,0.001,16,100
50,0.6904734969139099,0.5446622967720032,0.6691039204597473,0.5736040472984314,64,64,16,0.2,0.001,32,50
100,0.725091814994812,0.43355119228363037,0.7025686502456665,0.4568527936935425,64,64,16,0.2,0.001,32,100
50,0.6948429942131042,0.5577341914176941,0.6783243417739868,0.5786802172660828,64,64,16,0.2,0.0005,16,50
100,0.7199990749359131,0.4313725531101227,0.7129095792770386,0.36548224091529846,64,64,16,0.2,0.0005,16,100
50,0.7726805210113525,0.4923747181892395,0.7323540449142456,0.5482233762741089,64,64,16,0.2,0.0005,32,50
100,0.7035680413246155,0.516339898109436,0.6791598796844482,0.5634517669677734,64,64,16,0.2,0.0005,32,100
50,0.7320228815078735,0.49891066551208496,0.7056882977485657,0.5532994866371155,64,64,16,0.3,0.001,16,50
100,0.713280439376831,0.4771241843700409,0.694739580154419,0.5329949259757996,64,64,16,0.3,0.001,16,100
50,0.693793535232544,0.5359477400779724,0.680422842502594,0.4568527936935425,64,64,16,0.3,0.001,32,50
100,0.7238559722900391,0.46840959787368774,0.7068302631378174,0.4568527936935425,64,64,16,0.3,0.001,32,100
50,0.7420309782028198,0.4945533871650696,0.6937103271484375,0.5228426456451416,64,64,16,0.3,0.0005,16,50
100,0.7348329424858093,0.46405228972435,0.727166473865509,0.4060913622379303,64,64,16,0.3,0.0005,16,100
50,0.7402434349060059,0.4771241843700409,0.7085442543029785,0.5228426456451416,64,64,16,0.3,0.0005,32,50
100,0.7125048637390137,0.501089334487915,0.740714967250824,0.44162437319755554,64,64,16,0.3,0.0005,32,100
50,0.677018404006958,0.5816993713378906,0.6809533834457397,0.5736040472984314,64,64,32,0.2,0.001,16,50
100,0.6759385466575623,0.5664488077163696,0.6495969295501709,0.6598984599113464,64,64,32,0.2,0.001,16,100
50,0.7208803296089172,0.514161229133606,0.6921492218971252,0.5431472063064575,64,64,32,0.2,0.001,32,50
100,0.7512907981872559,0.38562092185020447,0.733314573764801,0.3299492299556732,64,64,32,0.2,0.001,32,100
50,0.7413683533668518,0.4313725531101227,0.7310653328895569,0.42131978273391724,64,64,32,0.2,0.0005,16,50
100,0.7487033605575562,0.501089334487915,0.7074288129806519,0.5431472063064575,64,64,32,0.2,0.0005,16,100
50,0.6814118027687073,0.5511982440948486,0.6867916584014893,0.5380710363388062,64,64,32,0.2,0.0005,32,50
100,0.7258644700050354,0.413943350315094,0.7154567837715149,0.44162437319755554,64,64,32,0.2,0.0005,32,100
50,0.714246392250061,0.46623092889785767,0.7086707353591919,0.5228426456451416,64,64,32,0.3,0.001,16,50
100,0.7328894138336182,0.4901960790157318,0.7356269955635071,0.41624364256858826,64,64,32,0.3,0.001,16,100
50,0.7232913970947266,0.49673202633857727,0.7180930376052856,0.4568527936935425,64,64,32,0.3,0.001,32,50
100,0.7001693248748779,0.501089334487915,0.6785113215446472,0.5431472063064575,64,64,32,0.3,0.001,32,100
50,0.6894521117210388,0.5381263494491577,0.6870296001434326,0.4771573543548584,64,64,32,0.3,0.0005,16,50
100,0.6926741003990173,0.5359477400779724,0.70402991771698,0.46700507402420044,64,64,32,0.3,0.0005,16,100
50,0.6827996373176575,0.5599128603935242,0.6828008890151978,0.6040608882904053,64,64,32,0.3,0.0005,32,50
100,0.7166749238967896,0.4945533871650696,0.6956661343574524,0.5380710363388062,64,64,32,0.3,0.0005,32,100
50,0.6578673124313354,0.570806086063385,0.6681133508682251,0.5786802172660828,128,32,16,0.2,0.001,16,50
100,0.6928004026412964,0.5599128603935242,0.687653660774231,0.5532994866371155,128,32,16,0.2,0.001,16,100
50,0.6957321763038635,0.5555555820465088,0.692376434803009,0.5431472063064575,128,32,16,0.2,0.001,32,50
100,0.6816869378089905,0.5359477400779724,0.6718212366104126,0.6700507402420044,128,32,16,0.2,0.001,32,100
50,0.684074342250824,0.5359477400779724,0.6813287734985352,0.5685279369354248,128,32,16,0.2,0.0005,16,50
100,0.7010557055473328,0.49891066551208496,0.7136406302452087,0.44162437319755554,128,32,16,0.2,0.0005,16,100
50,0.703014075756073,0.4945533871650696,0.7213025689125061,0.4822334945201874,128,32,16,0.2,0.0005,32,50
100,0.7007443904876709,0.516339898109436,0.6787760257720947,0.5786802172660828,128,32,16,0.2,0.0005,32,100
50,0.6972700953483582,0.514161229133606,0.6950063109397888,0.5228426456451416,128,32,16,0.3,0.001,16,50
100,0.6709522008895874,0.5403050184249878,0.6489386558532715,0.6598984599113464,128,32,16,0.3,0.001,16,100
50,0.7126463651657104,0.49891066551208496,0.6847352385520935,0.5837563276290894,128,32,16,0.3,0.001,32,50
100,0.7014654874801636,0.49673202633857727,0.6961926817893982,0.5177664756774902,128,32,16,0.3,0.001,32,100
50,0.7421180605888367,0.501089334487915,0.7004953622817993,0.5634517669677734,128,32,16,0.3,0.0005,16,50
100,0.7130444645881653,0.4596949815750122,0.69740891456604,0.5126903653144836,128,32,16,0.3,0.0005,16,100
50,0.7403496503829956,0.3943355083465576,0.7268821597099304,0.3807106614112854,128,32,16,0.3,0.0005,32,50
100,0.6853744983673096,0.5359477400779724,0.6814080476760864,0.5076141953468323,128,32,16,0.3,0.0005,32,100
50,0.6875373721122742,0.5664488077163696,0.685712456703186,0.5329949259757996,128,32,32,0.2,0.001,16,50
100,0.6520397067070007,0.6383442282676697,0.6619275212287903,0.6345177888870239,128,32,32,0.2,0.001,16,100
50,0.664642333984375,0.6187363862991333,0.6550039649009705,0.6598984599113464,128,32,32,0.2,0.001,32,50
100,0.7433028817176819,0.5054466128349304,0.6845726370811462,0.5482233762741089,128,32,32,0.2,0.001,32,100
50,0.6908899545669556,0.5403050184249878,0.687558650970459,0.5329949259757996,128,32,32,0.2,0.0005,16,50
100,0.6857178807258606,0.5664488077163696,0.6823795437812805,0.6040608882904053,128,32,32,0.2,0.0005,16,100
50,0.7188408970832825,0.4596949815750122,0.7350479364395142,0.42131978273391724,128,32,32,0.2,0.0005,32,50
100,0.6784228682518005,0.5620915293693542,0.6757484674453735,0.5279187560081482,128,32,32,0.2,0.0005,32,100
50,0.7058727145195007,0.5032680034637451,0.6845532059669495,0.5736040472984314,128,32,32,0.3,0.001,16,50
100,0.6518832445144653,0.6165577173233032,0.6459382176399231,0.6751269102096558,128,32,32,0.3,0.001,16,100
50,0.7066292762756348,0.4945533871650696,0.7181412577629089,0.42131978273391724,128,32,32,0.3,0.001,32,50
100,0.6788892149925232,0.5838779807090759,0.6767228245735168,0.6192893385887146,128,32,32,0.3,0.001,32,100
50,0.705253005027771,0.5315904021263123,0.6922328472137451,0.5482233762741089,128,32,32,0.3,0.0005,16,50
100,0.6918370723724365,0.5185185074806213,0.6735356450080872,0.6649746298789978,128,32,32,0.3,0.0005,16,100
50,0.6949838995933533,0.529411792755127,0.698881208896637,0.4720812141895294,128,32,32,0.3,0.0005,32,50
100,0.7122970819473267,0.5098039507865906,0.6743596792221069,0.6091370582580566,128,32,32,0.3,0.0005,32,100
50,0.6917564272880554,0.49673202633857727,0.6907989978790283,0.46700507402420044,128,64,16,0.2,0.001,16,50
100,0.7141273021697998,0.49673202633857727,0.6784400939941406,0.5532994866371155,128,64,16,0.2,0.001,16,100
50,0.7073646783828735,0.4553377032279968,0.7066057920455933,0.39086294174194336,128,64,16,0.2,0.001,32,50
100,0.6714115738868713,0.5533769130706787,0.6550453305244446,0.6294416189193726,128,64,16,0.2,0.001,32,100
50,0.6550496816635132,0.6448801755905151,0.6488229632377625,0.7258883118629456,128,64,16,0.2,0.0005,16,50
100,0.6939527988433838,0.5381263494491577,0.6933598518371582,0.5329949259757996,128,64,16,0.2,0.0005,16,100
50,0.6769352555274963,0.5816993713378906,0.6669899225234985,0.6598984599113464,128,64,16,0.2,0.0005,32,50
100,0.6900597810745239,0.49891066551208496,0.6916467547416687,0.46192893385887146,128,64,16,0.2,0.0005,32,100
50,0.721121609210968,0.4727668762207031,0.7141760587692261,0.4974619150161743,128,64,16,0.3,0.001,16,50
100,0.7045773267745972,0.5098039507865906,0.6764780282974243,0.5279187560081482,128,64,16,0.3,0.001,16,100
50,0.7299500107765198,0.4771241843700409,0.6959347724914551,0.5177664756774902,128,64,16,0.3,0.001,32,50
100,0.7067310810089111,0.49673202633857727,0.7003729939460754,0.44162437319755554,128,64,16,0.3,0.001,32,100
50,0.7109131813049316,0.5446622967720032,0.7080457806587219,0.5177664756774902,128,64,16,0.3,0.0005,16,50
100,0.7599362134933472,0.501089334487915,0.7382943630218506,0.4517766535282135,128,64,16,0.3,0.0005,16,100
50,0.6990292072296143,0.5054466128349304,0.6860794425010681,0.5482233762741089,128,64,16,0.3,0.0005,32,50
100,0.7297006845474243,0.5228758454322815,0.6705780029296875,0.5685279369354248,128,64,16,0.3,0.0005,32,100
50,0.7010300159454346,0.49673202633857727,0.7001580595970154,0.5076141953468323,128,64,32,0.2,0.001,16,50
100,0.6833484172821045,0.516339898109436,0.6806473135948181,0.5025380849838257,128,64,32,0.2,0.001,16,100
50,0.7034779191017151,0.5533769130706787,0.6829502582550049,0.5736040472984314,128,64,32,0.2,0.001,32,50
100,0.6855107545852661,0.5403050184249878,0.6803728342056274,0.5329949259757996,128,64,32,0.2,0.001,32,100
50,0.6705332398414612,0.5925925970077515,0.6602429747581482,0.6751269102096558,128,64,32,0.2,0.0005,16,50
100,0.6985387206077576,0.529411792755127,0.6874839663505554,0.5786802172660828,128,64,32,0.2,0.0005,16,100
50,0.6855672001838684,0.5315904021263123,0.7005230784416199,0.4517766535282135,128,64,32,0.2,0.0005,32,50
100,0.6713676452636719,0.5664488077163696,0.6633026003837585,0.5583756566047668,128,64,32,0.2,0.0005,32,100
50,0.7074240446090698,0.4749455451965332,0.6931313276290894,0.5076141953468323,128,64,32,0.3,0.001,16,50
100,0.714155912399292,0.44880175590515137,0.7156090140342712,0.3857868015766144,128,64,32,0.3,0.001,16,100
50,0.7141557931900024,0.45098039507865906,0.7103918194770813,0.4568527936935425,128,64,32,0.3,0.001,32,50
100,0.6662212014198303,0.5838779807090759,0.6646356582641602,0.5989847779273987,128,64,32,0.3,0.001,32,100
50,0.7059021592140198,0.529411792755127,0.6838459968566895,0.5380710363388062,128,64,32,0.3,0.0005,16,50
100,0.701042652130127,0.5511982440948486,0.6693246364593506,0.6294416189193726,128,64,32,0.3,0.0005,16,100
50,0.7152297496795654,0.5250544548034668,0.6804201006889343,0.624365508556366,128,64,32,0.3,0.0005,32,50
100,0.6647613048553467,0.6034858226776123,0.6576403975486755,0.6700507402420044,128,64,32,0.3,0.0005,32,100
